system:index,B1,B2,B3,B4,B5,B6,B7,ampNdvi,baseMsavi,baseNdvi,class,latitude,longitude,maxMndwi,maxMsavi,maxNdvi,poly_id,slope,year_id,.geo
0000000000000000069a_0,0.0468,0.0577,0.08650000000000001,0.11330000000000001,0.1758,0.2451,0.2099,0.7122927,-2.3196054360630214E-6,-0.006866343,1,-18.369424666139068,-66.83263592910313,0.31401628,1.7418957283021896E-5,0.70542634,0000000000000000069a,1.9538213,2025,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-66.83263592910313,-18.369424666139068]}"
000000000000000005f4_0,0.0459,0.06570000000000001,0.1208,0.1481,0.2732,0.3216,0.2298,0.6638526,-5.019186895771632E-6,-0.015737664,1,-14.964630076269255,-69.47961174528972,0.5599694,3.931843270565949E-5,0.6481149,000000000000000005f4,5.442624,2025,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.47961174528972,-14.964630076269255]}"
00000000000000000640_0,0.059800000000000006,0.07830000000000001,0.1173,0.1519,0.2677,0.3259,0.21880000000000002,0.720435,-8.158554968495935E-6,-0.023578363,1,-16.228559681025423,-69.64238647477218,0.6714457,5.4159313222723604E-5,0.6968567,00000000000000000640,3.0398924,2025,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.64238647477218,-16.228559681025423]}"
00000000000000000620_0,0.04435,0.0693,0.12085000000000001,0.15785000000000002,0.31615000000000004,0.31095000000000006,0.19590000000000002,0.63973343,2.0397704845187548E-6,0.008983618,1,-16.85324812960214,-68.58219477645432,0.55870503,4.485929029418578E-5,0.64871705,00000000000000000620,1.9374899,2025,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-68.58219477645432,-16.85324812960214]}"
0000000000000000077c_0,0.0229,0.029500000000000002,0.0526,0.061000000000000006,0.1457,0.1501,0.0989,0.62068784,-6.6986207633012995E-6,-0.016539127,1,-15.545929896622999,-69.31656752122203,0.61085016,2.3359666883382424E-5,0.6041487,0000000000000000077c,19.805916,2025,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.31656752122203,-15.545929896622999]}"
00000000000000000929_0,0.0318,0.0434,0.07945,0.09790000000000001,0.1352,0.13555,0.11045,0.9525784,-4.159956570215506E-6,-0.6148148,1,-14.708071231124721,-69.78360163743577,0.53205943,2.337946413016878E-5,0.33776364,00000000000000000929,10.589231,2025,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.78360163743577,-14.708071231124721]}"
00000000000000000958_0,0.043050000000000005,0.06230000000000001,0.10175000000000001,0.13605,0.23645000000000002,0.28575,0.20475000000000002,0.5105773,-1.7597515586942336E-6,-0.0062722736,1,-14.735829173404014,-69.83777004906817,0.49021488,3.733908963898802E-5,0.50430506,00000000000000000958,2.9405265,2025,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.83777004906817,-14.735829173404014]}"
000000000000000008c0_0,0.0494,0.0713,0.10950000000000001,0.1411,0.246,0.2589,0.1778,0.91357344,-1.0798652113619411E-6,-0.0043450273,1,-17.01117195655035,-68.76976300777848,0.6222503,2.4479183354464418E-5,0.90922844,000000000000000008c0,2.6820648,2025,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-68.76976300777848,-17.01117195655035]}"
0000000000000000068f_0,0.07625555555555558,0.0953,0.13899999999999998,0.17433333333333334,0.2789400000000001,0.32575000000000004,0.256915,0.49122933,-4.979210002420409E-6,-0.015944164,1,-16.710146504841898,-69.05057636559424,0.6163605,4.4678605965187135E-5,0.47528517,0000000000000000068f,2.146393,2025,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.05057636559424,-16.710146504841898]}"
000000000000000007c1_0,0.025457142857142862,0.0339,0.052774999999999996,0.06105000000000001,0.15860000000000002,0.12204999999999999,0.08530000000000001,0.8176528,-2.399702532240866E-7,-9.6899224E-4,1,-15.406870690641297,-69.874151818075,0.27342722,2.533953323397009E-5,0.8166838,000000000000000007c1,2.1350148,2025,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.874151818075,-15.406870690641297]}"
0000000000000000067b_0,0.0979,0.12816666666666668,0.18983333333333333,0.2508,0.37470000000000003,0.4314,0.3351,1.6676794,-1.1239857929834507E-5,-0.8005698,1,-18.275910045062226,-67.07491156123017,0.9447853,2.9378071566776853E-5,0.86710966,0000000000000000067b,4.716934,2025,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-67.07491156123017,-18.275910045062226]}"
00000000000000000694_0,0.0644,0.08320000000000001,0.1263,0.1517,0.2167,0.25270000000000004,0.22870000000000001,0.844116,-5.438933322166051E-6,-0.0140641155,1,-16.954847588236056,-69.41169910981029,0.4931679,3.203989490579984E-5,0.83005184,00000000000000000694,6.254399,2025,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.41169910981029,-16.954847588236056]}"
00000000000000000808_0,0.08236875,0.10209298245614035,0.14234285714285716,0.18216666666666667,0.26838571428571434,0.33142499999999997,0.2667,0.9005521,-4.919316415219477E-6,-0.018021978,1,-16.919813292155396,-69.12792131155693,0.74488777,2.9779093497328546E-5,0.8825301,00000000000000000808,1.3414266,2025,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.12792131155693,-16.919813292155396]}"
